inst#,solver,actualclass,predictedclass,, error, probability distribution
7638,44526267,bad,bad,0     *1    ,,
7639,95762352,good,good,*0.55   0.45 ,,
7640,93485612,good,bad,0     *1    ,,
7641,18707297,bad,bad,0     *1    ,,
7642,11256943,bad,bad,0.033 *0.967,,
7643,7668974,bad,bad,0.051 *0.949,,
7644,7668975,bad,bad,0.051 *0.949,,
7645,19552035,bad,bad,0.163 *0.837,,
7646,86142507,bad,bad,0.024 *0.976,,
7647,12271644,bad,bad,0.033 *0.967,,
7648,52198657,bad,bad,0.036 *0.964,,
7649,71929702,good,good,*0.532  0.468,,
7650,30870722,bad,bad,0.01  *0.99 ,,
7651,30870720,bad,bad,0.01  *0.99 ,,
7652,45869640,bad,bad,0     *1    ,,
7653,68908713,bad,bad,0.026 *0.974,,
7654,81986705,good,good,*0.667  0.333,,
7655,96590060,bad,bad,0.08  *0.92 ,,
7656,60392862,bad,bad,0.026 *0.974,,
7657,60392863,bad,bad,0.026 *0.974,,
7658,72490863,bad,bad,0.1   *0.9  ,,
7659,30621843,bad,bad,0     *1    ,,
7660,14953989,bad,bad,0.033 *0.967,,
7661,52068147,good,good,*0.962  0.038,,
7662,12926477,bad,bad,0.033 *0.967,,
7663,12926476,bad,bad,0.033 *0.967,,
7664,56513173,bad,bad,0.088 *0.913,,
7665,52198660,bad,bad,0.001 *0.999,,
7666,87217530,bad,bad,0.012 *0.988,,
7667,93485612,bad,good,*1      0    ,,
7668,18707297,bad,bad,0     *1    ,,
7669,7668974,bad,bad,0.051 *0.949,,
7670,88436999,bad,bad,0     *1    ,,
7671,12271644,bad,bad,0.033 *0.967,,
7672,22938021,bad,bad,0.015 *0.985,,
7673,88987917,bad,bad,0     *1    ,,
7674,94479547,bad,bad,0.067 *0.933,,
7675,82456576,bad,bad,0.012 *0.988,,
7676,88304927,bad,bad,0     *1    ,,
7677,52421327,bad,bad,0.001 *0.999,,
7678,21591615,bad,bad,0.015 *0.985,,
7679,94599137,good,good,*0.727  0.273,,
7680,87479580,good,good,*0.958  0.042,,
7681,52068145,good,good,*0.934  0.066,,
7682,12926477,bad,bad,0.003 *0.997,,
7683,50249253,bad,bad,0.003 *0.997,,
7684,56513173,bad,bad,0     *1    ,,
7685,64278029,bad,bad,0     *1    ,,
7686,24483136,bad,bad,0     *1    ,,
7687,16465898,bad,bad,0.003 *0.997,,
7688,24748479,bad,bad,0     *1    ,,
7689,16306266,bad,bad,0.003 *0.997,,
7690,59171420,bad,bad,0     *1    ,,
7691,22938024,bad,bad,0     *1    ,,
7692,88987917,bad,bad,0.004 *0.996,,
7693,94479547,bad,bad,0.008 *0.992,,
7694,30523626,good,good,*0.931  0.069,,
7695,52421325,bad,bad,0     *1    ,,
7696,21591613,bad,bad,0     *1    ,,
7697,87479580,good,good,*0.93   0.07 ,,
7698,45850728,bad,bad,0.003 *0.997,,
7699,7481378,bad,bad,0.003 *0.997,,
7700,73388125,bad,bad,0     *1    ,,
7701,52068147,good,good,*0.934  0.066,,
7702,50249253,bad,bad,0.003 *0.997,,
7703,52198660,bad,bad,0     *1    ,,
7704,39942442,good,good,*0.926  0.074,,
7705,88436999,bad,bad,0.004 *0.996,,
7706,12271644,bad,bad,0.003 *0.997,,
7707,52198658,bad,bad,0     *1    ,,
7708,52198659,bad,bad,0     *1    ,,
7709,71929702,bad,bad,0     *1    ,,
7710,94599138,good,good,*0.928  0.072,,
7711,14953989,bad,bad,0.003 *0.997,,
7712,52068148,good,good,*0.934  0.066,,
7713,52068145,good,good,*0.934  0.066,,
7714,12926476,bad,bad,0.003 *0.997,,
7715,52198660,bad,bad,0     *1    ,,
7716,39942440,good,good,*0.926  0.074,,
7717,90783920,bad,bad,0.004 *0.996,,
7718,44526267,bad,bad,0.003 *0.997,,
7719,24483136,bad,bad,0     *1    ,,
7720,87217530,bad,bad,0     *1    ,,
7721,33173731,bad,bad,0     *1    ,,
7722,88436999,bad,bad,0.004 *0.996,,
7723,33998453,bad,bad,0     *1    ,,
7724,75259914,bad,bad,0     *1    ,,
7725,12271644,bad,bad,0.003 *0.997,,
7726,22938023,bad,bad,0     *1    ,,
7727,22938024,bad,bad,0     *1    ,,
7728,82456576,bad,bad,0     *1    ,,
7729,7481378,bad,bad,0.015 *0.985,,
7730,14953989,bad,bad,0.033 *0.967,,
7731,87479579,good,good,*0.958  0.042,,
7732,52068145,good,good,*0.841  0.159,,
7733,39942441,good,good,*1      0    ,,
7734,93485612,bad,bad,0     *1    ,,
7735,22938021,bad,bad,0.015 *0.985,,
7736,22938024,bad,bad,0.015 *0.985,,
7737,69323954,bad,bad,0.028 *0.972,,
7738,88304927,bad,bad,0     *1    ,,
7739,52421327,bad,bad,0.001 *0.999,,
7740,21591614,bad,bad,0.015 *0.985,,
7741,94599137,good,good,*0.727  0.273,,
7742,94599138,good,good,*1      0    ,,
7743,94599139,good,good,*1      0    ,,
7744,96689089,bad,bad,0.073 *0.927,,
7745,73388125,bad,bad,0.039 *0.961,,
7746,12926477,bad,bad,0.033 *0.967,,
7747,39942441,good,good,*1      0    ,,
7748,39942440,good,good,*1      0    ,,
7749,39942443,good,good,*1      0    ,,
7750,24483136,bad,bad,0.06  *0.94 ,,
7751,7668973,bad,bad,0.015 *0.985,,
7752,7668974,bad,bad,0.051 *0.949,,
7753,69323954,bad,bad,0.028 *0.972,,
7754,88987917,bad,bad,0     *1    ,,
7755,52421327,bad,bad,0.001 *0.999,,
7756,11728976,bad,bad,0.033 *0.967,,
7757,21591614,bad,bad,0.015 *0.985,,
7758,8788782,bad,bad,0.051 *0.949,,
7759,94599137,good,good,*0.727  0.273,,
7760,92331214,bad,bad,0     *1    ,,
7761,68908713,bad,bad,0.028 *0.972,,
7762,66604316,bad,bad,0.026 *0.974,,
7763,87479577,bad,bad,0.283 *0.717,,
7764,12926477,bad,bad,0.033 *0.967,,
7765,12926476,bad,bad,0.033 *0.967,,
7766,45869637,bad,bad,0.006 *0.994,,
7767,56513173,bad,bad,0.036 *0.964,,
7768,52198660,bad,bad,0.036 *0.964,,
7769,39942440,bad,bad,0     *1    ,,
7770,90783920,bad,bad,0.065 *0.935,,
7771,9786219,bad,bad,0.2   *0.8  ,,
7772,95762355,good,good,*0.68   0.32 ,,
7773,33173731,bad,bad,0.013 *0.987,,
7774,32110530,bad,bad,0.013 *0.987,,
7775,32110532,bad,bad,0.013 *0.987,,
7776,11256942,bad,bad,0.033 *0.967,,
7777,42851841,bad,bad,0.006 *0.994,,
7778,88436999,bad,bad,0.065 *0.935,,
7779,28257537,bad,bad,0.06  *0.94 ,,
7780,86142508,bad,bad,0.024 *0.976,,
7781,86142506,bad,bad,0.024 *0.976,,
7782,12271644,bad,bad,0.033 *0.967,,
7783,22938021,good,good,*0.778  0.222,,
7784,94479547,bad,bad,0.067 *0.933,,
7785,30523626,bad,bad,0.022 *0.978,,
7786,82456576,bad,bad,0.024 *0.976,,
7787,52421325,bad,bad,0.036 *0.964,,
7788,52421326,bad,bad,0.036 *0.964,,
7789,21591613,bad,bad,0     *1    ,,
7790,21591615,bad,good,*0.778  0.222,,
7791,21591614,bad,good,*0.778  0.222,,
7792,8788782,bad,bad,0.051 *0.949,,
7793,30870722,bad,bad,0.013 *0.987,,
7794,58743455,bad,bad,0     *1    ,,
7795,58743453,bad,bad,0     *1    ,,
7796,96590060,bad,bad,0.08  *0.92 ,,
7797,60392861,bad,bad,0.026 *0.974,,
7798,45850728,bad,bad,0.006 *0.994,,
7799,12926479,bad,bad,0.033 *0.967,,
7800,12926477,bad,bad,0.033 *0.967,,
7801,56513173,bad,bad,0.036 *0.964,,
7802,89269802,bad,bad,0.065 *0.935,,
7803,89269804,bad,bad,0.065 *0.935,,
7804,44673503,bad,bad,0.006 *0.994,,
7805,28187355,bad,bad,0.06  *0.94 ,,
7806,95762352,good,good,*0.667  0.333,,
7807,16465898,bad,bad,0.033 *0.967,,
7808,7668974,bad,bad,0.051 *0.949,,
7809,12321508,bad,bad,0.033 *0.967,,
7810,19552035,bad,bad,0.054 *0.946,,
7811,86142505,bad,bad,0.024 *0.976,,
7812,47355262,bad,bad,0.006 *0.994,,
7813,88987917,bad,bad,0.065 *0.935,,
7814,30523626,bad,bad,0.022 *0.978,,
7815,1788899,bad,bad,0.015 *0.985,,
7816,52421328,bad,bad,0.036 *0.964,,
7817,52421325,bad,bad,0.036 *0.964,,
7818,21591612,bad,bad,0     *1    ,,
7819,21591615,bad,good,*0.778  0.222,,
7820,21591614,bad,good,*0.778  0.222,,
7821,71929702,good,good,*0.532  0.468,,
7822,30870722,bad,bad,0.013 *0.987,,
7823,92331214,bad,bad,0.011 *0.989,,
7824,94599139,bad,good,*0.667  0.333,,
7825,81986705,good,bad,0.1   *0.9  ,,
7826,58743453,bad,bad,0     *1    ,,
7827,87479580,bad,bad,0     *1    ,,
7828,89269801,bad,bad,0.065 *0.935,,
7829,60392863,bad,bad,0.026 *0.974,,
7830,45850726,bad,bad,0.006 *0.994,,
7831,87479579,good,good,*0.8    0.2  ,,
7832,28257539,bad,bad,0.06  *0.94 ,,
7833,12926476,bad,bad,0.033 *0.967,,
7834,45869639,bad,bad,0     *1    ,,
7835,45869638,bad,bad,0.333 *0.667,,
7836,44673503,bad,bad,0     *1    ,,
7837,53302993,bad,bad,0.036 *0.964,,
7838,24483136,bad,bad,0.06  *0.94 ,,
7839,93485612,good,bad,0.302 *0.698,,
7840,16465898,bad,bad,0.033 *0.967,,
7841,16306266,bad,bad,0.033 *0.967,,
7842,19552034,bad,bad,0.054 *0.946,,
7843,12271644,bad,bad,0.033 *0.967,,
7844,22938021,bad,good,*0.778  0.222,,
7845,22938024,bad,good,*0.778  0.222,,
7846,95279263,bad,bad,0.037 *0.963,,
7847,47355262,bad,bad,0     *1    ,,
7848,47942864,bad,bad,0.04  *0.96 ,,
7849,30523626,good,bad,0.063 *0.938,,
7850,82456576,bad,bad,0.024 *0.976,,
7851,44791169,bad,bad,0     *1    ,,
7852,11728976,bad,bad,0.033 *0.967,,
7853,8788782,good,bad,0.051 *0.949,,
7854,30870721,good,bad,0.059 *0.941,,
7855,53621904,bad,bad,0.036 *0.964,,
7856,94599137,bad,bad,0.094 *0.906,,
7857,92331214,bad,bad,0.011 *0.989,,
7858,94599139,good,bad,0     *1    ,,
7859,20321735,bad,bad,0.054 *0.946,,
7860,58743454,bad,good,*1      0    ,,
7861,58743455,good,good,*1      0    ,,
7862,58743453,bad,bad,0     *1    ,,
7863,60392863,bad,bad,0.026 *0.974,,
7864,87479579,bad,bad,0     *1    ,,
7865,50249253,bad,bad,0.04  *0.96 ,,
7866,54685154,bad,bad,0.036 *0.964,,
7867,39942441,bad,bad,0     *1    ,,
7868,44673503,bad,bad,0.006 *0.994,,
7869,24483136,bad,bad,0.06  *0.94 ,,
7870,32110530,bad,bad,0.013 *0.987,,
7871,32110532,bad,bad,0.013 *0.987,,
7872,11256942,bad,bad,0.033 *0.967,,
7873,11256943,bad,bad,0.033 *0.967,,
7874,7668974,bad,bad,0.051 *0.949,,
7875,7668975,bad,bad,0.051 *0.949,,
7876,88436999,bad,bad,0.065 *0.935,,
7877,12321508,bad,bad,0.033 *0.967,,
7878,86142506,bad,bad,0.024 *0.976,,
7879,86142505,bad,bad,0.024 *0.976,,
7880,88987917,bad,bad,0.065 *0.935,,
7881,30523626,bad,bad,0.022 *0.978,,
7882,52421328,bad,bad,0.036 *0.964,,
7883,88304927,bad,bad,0     *1    ,,
7884,21591614,bad,good,*0.778  0.222,,
7885,8788782,bad,bad,0.051 *0.949,,
7886,52198659,bad,bad,0.036 *0.964,,
7887,52198657,bad,bad,0.036 *0.964,,
7888,71929702,good,good,*0.532  0.468,,
7889,35768768,bad,bad,0.013 *0.987,,
7890,30870723,bad,bad,0.013 *0.987,,
7891,30870721,bad,bad,0.013 *0.987,,
7892,28257540,bad,bad,0.06  *0.94 ,,
7893,20321734,bad,bad,0.054 *0.946,,
7894,91845162,bad,bad,0.065 *0.935,,
7895,45850726,bad,bad,0.006 *0.994,,
7896,72490863,good,good,*0.65   0.35 ,,
7897,66604316,bad,bad,0.026 *0.974,,
7898,7481378,bad,bad,0.015 *0.985,,
7899,14953989,bad,bad,0.033 *0.967,,
7900,28257539,bad,bad,0.06  *0.94 ,,
7901,89269804,good,bad,0.065 *0.935,,
7902,39942441,good,good,*0.714  0.286,,
7903,39942440,good,good,*0.714  0.286,,
7904,28187355,bad,bad,0.06  *0.94 ,,
7905,90783920,bad,bad,0.065 *0.935,,
7906,9786219,good,bad,0.2   *0.8  ,,
7907,44526267,bad,bad,0     *1    ,,
7908,24483136,bad,bad,0.06  *0.94 ,,
7909,28257537,bad,bad,0.06  *0.94 ,,
7910,16306266,bad,bad,0.033 *0.967,,
7911,41159761,bad,bad,0     *1    ,,
7912,19552032,good,bad,0.054 *0.946,,
7913,22938022,bad,good,*0.778  0.222,,
7914,22938023,bad,good,*0.778  0.222,,
7915,30523625,good,bad,0.063 *0.938,,
7916,94479547,bad,bad,0.067 *0.933,,
7917,52421328,good,bad,0.036 *0.964,,
7918,52421325,bad,bad,0.036 *0.964,,
7919,21591613,bad,good,*0.857  0.143,,
7920,30870722,bad,good,*0.857  0.143,,
7921,20321735,bad,bad,0.054 *0.946,,
7922,96590063,good,bad,0.08  *0.92 ,,
7923,94599140,good,bad,0.273 *0.727,,
7924,60392862,bad,bad,0.026 *0.974,,
7925,66604316,bad,bad,0.026 *0.974,,
7926,74995666,bad,good,*0.692  0.308,,
7927,73388125,bad,bad,0.037 *0.963,,
7928,12926479,bad,bad,0.033 *0.967,,
7929,28257538,bad,bad,0.06  *0.94 ,,
7930,52068145,bad,bad,0.196 *0.804,,
7931,47942865,bad,bad,0.04  *0.96 ,,
7932,50249253,bad,bad,0.04  *0.96 ,,
7933,54685154,bad,bad,0.036 *0.964,,
7934,56513173,bad,bad,0.036 *0.964,,
7935,39942441,good,good,*0.714  0.286,,
7936,44673503,bad,bad,0.006 *0.994,,
7937,53302993,bad,bad,0.036 *0.964,,
7938,9786219,good,bad,0.2   *0.8  ,,
7939,64278029,bad,bad,0.026 *0.974,,
7940,95762354,good,good,*0.613  0.387,,
7941,32110530,bad,bad,0.013 *0.987,,
7942,7668973,bad,bad,0.015 *0.985,,
7943,7668974,bad,bad,0.051 *0.949,,
7944,28257537,bad,bad,0.06  *0.94 ,,
7945,75259914,bad,bad,0     *1    ,,
7946,12271644,bad,bad,0.033 *0.967,,
7947,95279263,bad,bad,0.037 *0.963,,
7948,20321736,bad,bad,0.054 *0.946,,
7949,88987917,bad,bad,0.065 *0.935,,
7950,47942864,bad,bad,0.04  *0.96 ,,
7951,62245245,bad,bad,0.026 *0.974,,
7952,92331214,bad,bad,0.011 *0.989,,
7953,94599139,bad,bad,0     *1    ,,
7954,68908713,good,bad,0.026 *0.974,,
7955,58743454,bad,good,*1      0    ,,
7956,58743455,bad,good,*1      0    ,,
7957,96689089,good,bad,0.08  *0.92 ,,
7958,45850725,bad,bad,0.006 *0.994,,
7959,72490863,bad,good,*0.65   0.35 ,,
7960,87479578,bad,bad,0     *1    ,,
7961,14953989,bad,bad,0.002 *0.998,,
7962,87479579,bad,bad,0     *1    ,,
7963,52068147,bad,bad,0.002 *0.998,,
7964,12926476,bad,bad,0.002 *0.998,,
7965,56513173,bad,bad,0.002 *0.998,,
7966,28187355,bad,bad,0.002 *0.998,,
7967,9786219,bad,bad,0.002 *0.998,,
7968,64278029,bad,bad,0.002 *0.998,,
7969,93485612,good,bad,0.302 *0.698,,
7970,11256943,bad,bad,0.002 *0.998,,
7971,33998453,bad,bad,0.002 *0.998,,
7972,59171420,bad,bad,0.002 *0.998,,
7973,86142508,bad,bad,0.002 *0.998,,
7974,19552033,bad,bad,0.002 *0.998,,
7975,47942867,bad,bad,0.002 *0.998,,
7976,88304927,bad,bad,0     *1    ,,
7977,52421325,bad,bad,0.002 *0.998,,
7978,21591615,bad,bad,0.002 *0.998,,
7979,35768768,bad,bad,0.002 *0.998,,
7980,30870720,bad,bad,0.002 *0.998,,
7981,28257540,bad,bad,0.002 *0.998,,
7982,92331214,bad,bad,0.004 *0.996,,
7983,58743454,bad,bad,0.002 *0.998,,
7984,72490863,good,bad,0.002 *0.998,,
7985,14953989,bad,bad,0.039 *0.961,,
7986,87479577,good,bad,0.283 *0.717,,
7987,52068147,good,bad,0.167 *0.833,,
7988,44673503,bad,bad,0     *1    ,,
7989,28187355,bad,bad,0.06  *0.94 ,,
7990,30523626,good,good,*1      0    ,,
7991,1788899,bad,bad,0     *1    ,,
7992,52421328,bad,bad,0.036 *0.964,,
7993,52421327,bad,bad,0.036 *0.964,,
7994,21591613,bad,bad,0.065 *0.935,,
7995,94599137,good,good,*0.688  0.313,,
7996,81986705,bad,bad,0     *1    ,,
7997,96689089,bad,bad,0     *1    ,,
7998,45850727,bad,bad,0     *1    ,,
7999,45850726,bad,bad,0     *1    ,,
8000,45850728,bad,bad,0     *1    ,,
8001,14953989,bad,bad,0.027 *0.973,,
8002,12926478,bad,bad,0.027 *0.973,,
8003,52068148,bad,good,*1      0    ,,
8004,52198660,bad,bad,0.013 *0.987,,
8005,39942441,bad,bad,0.12  *0.88 ,,
8006,39942443,bad,good,*0.763  0.237,,
8007,90783920,bad,bad,0.004 *0.996,,
8008,64278029,bad,bad,0.01  *0.99 ,,
8009,32197588,bad,bad,0.032 *0.968,,
8010,7668972,bad,bad,0.005 *0.995,,
8011,7668975,bad,bad,0.005 *0.995,,
8012,88436999,bad,bad,0.004 *0.996,,
8013,75259914,bad,bad,0.043 *0.957,,
8014,30523628,bad,good,*0.684  0.316,,
8015,30523627,good,good,*1      0    ,,
8016,52421327,bad,bad,0.013 *0.987,,
8017,52421326,bad,bad,0.013 *0.987,,
8018,21591613,bad,bad,0.027 *0.973,,
8019,21591614,bad,bad,0.027 *0.973,,
8020,52198658,bad,bad,0.013 *0.987,,
8021,71929702,bad,bad,0     *1    ,,
8022,53621904,bad,bad,0.013 *0.987,,
8023,94599137,good,good,*0.955  0.045,,
8024,92331214,bad,bad,0.004 *0.996,,
8025,96689089,bad,bad,0.08  *0.92 ,,
8026,66604316,bad,bad,0.1   *0.9  ,,
8027,87479577,bad,bad,0     *1    ,,
8028,56513173,bad,bad,0.02  *0.98 ,,
8029,32110529,bad,bad,0.013 *0.987,,
8030,52198660,bad,bad,0.02  *0.98 ,,
8031,28187355,bad,bad,0.06  *0.94 ,,
8032,53302993,bad,bad,0.02  *0.98 ,,
8033,32110532,bad,bad,0.013 *0.987,,
8034,16465898,good,good,*0.625  0.375,,
8035,42851841,bad,bad,0.027 *0.973,,
8036,7668974,bad,bad,0.024 *0.976,,
8037,28257537,bad,bad,0.06  *0.94 ,,
8038,59171420,bad,bad,0.1   *0.9  ,,
8039,86142506,bad,bad,0.1   *0.9  ,,
8040,86142505,bad,bad,0.1   *0.9  ,,
8041,30523625,bad,bad,0     *1    ,,
8042,1788899,bad,bad,0.015 *0.985,,
8043,17734818,bad,bad,0.03  *0.97 ,,
8044,44791169,bad,bad,0.027 *0.973,,
8045,52421327,bad,bad,0.02  *0.98 ,,
8046,52198658,bad,bad,0.02  *0.98 ,,
8047,71929702,bad,bad,0.1   *0.9  ,,
8048,35768768,bad,bad,0.013 *0.987,,
8049,30870723,bad,bad,0.013 *0.987,,
8050,30870722,bad,bad,0.013 *0.987,,
8051,30870721,bad,bad,0.013 *0.987,,
8052,28257540,bad,bad,0.06  *0.94 ,,
8053,45869640,bad,bad,0.027 *0.973,,
8054,92331214,bad,bad,0.011 *0.989,,
8055,20321734,bad,bad,0     *1    ,,
8056,58743454,bad,bad,0.176 *0.824,,
8057,96590063,bad,bad,0.08  *0.92 ,,
8058,91845162,bad,bad,0     *1    ,,
8059,60392862,bad,bad,0.1   *0.9  ,,
8060,60392860,bad,bad,0.1   *0.9  ,,
8061,72490863,bad,bad,0.1   *0.9  ,,
8062,73388125,bad,bad,0.016 *0.984,,
8063,52068148,bad,bad,0.016 *0.984,,
8064,52068145,good,bad,0.016 *0.984,,
8065,39942440,bad,bad,0.016 *0.984,,
8066,39942442,good,bad,0.016 *0.984,,
8067,32197588,bad,bad,0.016 *0.984,,
8068,7668975,bad,bad,0.016 *0.984,,
8069,16306266,bad,bad,0.016 *0.984,,
8070,59171420,bad,bad,0.016 *0.984,,
8071,22938021,bad,bad,0.016 *0.984,,
8072,94479547,bad,bad,0.008 *0.992,,
8073,21591613,bad,bad,0.016 *0.984,,
8074,21591612,bad,bad,0.016 *0.984,,
8075,11728976,bad,bad,0.016 *0.984,,
8076,52198657,bad,bad,0.016 *0.984,,
8077,81986705,bad,bad,0.016 *0.984,,
8078,52068148,bad,bad,0.038 *0.962,,
8079,12926476,bad,bad,0.027 *0.973,,
8080,39942441,bad,bad,0.12  *0.88 ,,
8081,39942443,bad,good,*0.763  0.237,,
8082,90783920,bad,bad,0.004 *0.996,,
8083,44526267,bad,bad,0.011 *0.989,,
8084,32197588,bad,bad,0.032 *0.968,,
8085,33173731,bad,bad,0.032 *0.968,,
8086,7668972,bad,bad,0.005 *0.995,,
8087,7668973,bad,bad,0.005 *0.995,,
8088,7668974,bad,bad,0.005 *0.995,,
8089,88436999,bad,bad,0.004 *0.996,,
8090,30523628,bad,bad,0     *1    ,,
8091,30523626,bad,bad,0.156 *0.844,,
8092,52421328,bad,bad,0.013 *0.987,,
8093,52421327,bad,bad,0.013 *0.987,,
8094,52421326,bad,bad,0.013 *0.987,,
8095,21591615,bad,bad,0.027 *0.973,,
8096,53621904,bad,bad,0.013 *0.987,,
8097,94599140,bad,bad,0.025 *0.975,,
8098,45850728,bad,bad,0.011 *0.989,,
8099,45869637,bad,bad,0.045 *0.955,,
8100,56513173,bad,bad,0.185 *0.815,,
8101,89269804,bad,bad,0.185 *0.815,,
8102,99720138,bad,bad,0.113 *0.887,,
8103,39942440,bad,bad,0     *1    ,,
8104,64278029,bad,bad,0.185 *0.815,,
8105,87217530,bad,bad,0.185 *0.815,,
8106,33173731,bad,bad,0     *1    ,,
8107,32110531,bad,bad,0     *1    ,,
8108,32110532,bad,bad,0     *1    ,,
8109,18707297,bad,bad,0.043 *0.957,,
8110,11256941,bad,bad,0.043 *0.957,,
8111,7668972,bad,bad,0.043 *0.957,,
8112,7668974,bad,bad,0.043 *0.957,,
8113,88436999,bad,bad,0.185 *0.815,,
8114,28257537,bad,bad,0     *1    ,,
8115,41159761,bad,bad,0.045 *0.955,,
8116,19552033,bad,bad,0.043 *0.957,,
8117,12271644,bad,bad,0.043 *0.957,,
8118,86142505,bad,bad,0.185 *0.815,,
8119,47942866,bad,bad,0.045 *0.955,,
8120,30523625,bad,bad,0     *1    ,,
8121,44791169,bad,bad,0.045 *0.955,,
8122,30870722,bad,bad,0     *1    ,,
8123,92331214,bad,bad,0.185 *0.815,,
8124,96590060,bad,bad,0.113 *0.887,,
8125,94599140,bad,bad,0     *1    ,,
8126,89269801,bad,bad,0.185 *0.815,,
8127,91845162,bad,bad,0.185 *0.815,,
8128,60392863,bad,bad,0.185 *0.815,,
8129,60392860,bad,bad,0.185 *0.815,,
8130,52068146,good,bad,0.075 *0.925,,
8131,39942441,good,bad,0.075 *0.925,,
8132,44673503,bad,bad,0.075 *0.925,,
8133,28187355,bad,bad,0.075 *0.925,,
8134,64278029,bad,bad,0.075 *0.925,,
8135,93485612,bad,bad,0.302 *0.698,,
8136,7668973,bad,bad,0.075 *0.925,,
8137,24748479,bad,bad,0.075 *0.925,,
8138,75259914,bad,bad,0.075 *0.925,,
8139,12271644,bad,bad,0.075 *0.925,,
8140,88987917,bad,bad,0     *1    ,,
8141,30523625,bad,bad,0.075 *0.925,,
8142,30523626,good,bad,0.075 *0.925,,
8143,21591613,bad,bad,0.075 *0.925,,
8144,11728976,bad,bad,0.075 *0.925,,
8145,52198659,bad,bad,0.075 *0.925,,
8146,81986705,bad,bad,0.075 *0.925,,
8147,94599140,good,bad,0.2   *0.8  ,,
8148,12926478,bad,bad,0.033 *0.967,,
8149,52068146,good,bad,0.014 *0.986,,
8150,52068147,good,bad,0.014 *0.986,,
8151,52068145,good,bad,0.227 *0.773,,
8152,52198660,bad,bad,0.001 *0.999,,
8153,87217530,bad,bad,0.012 *0.988,,
8154,7668972,bad,bad,0.015 *0.985,,
8155,12271644,bad,bad,0.033 *0.967,,
8156,22938022,bad,bad,0.092 *0.908,,
8157,22938024,bad,bad,0.092 *0.908,,
8158,52421326,bad,bad,0.001 *0.999,,
8159,21591612,bad,good,*0.565  0.435,,
8160,11728976,bad,bad,0.033 *0.967,,
8161,21591614,bad,bad,0.094 *0.906,,
8162,8788782,bad,bad,0.051 *0.949,,
8163,72490863,bad,bad,0.039 *0.961,,
8164,30523628,good,bad,0.208 *0.792,,
8165,87479577,good,good,*0.717  0.283,,
8166,12926478,bad,bad,0.027 *0.973,,
8167,39942441,bad,bad,0.12  *0.88 ,,
8168,16465898,bad,bad,0.027 *0.973,,
8169,18707297,bad,bad,0.027 *0.973,,
8170,33998453,bad,bad,0.032 *0.968,,
8171,41159761,bad,bad,0.011 *0.989,,
8172,88987917,bad,bad,0.004 *0.996,,
8173,94479547,bad,bad,0.067 *0.933,,
8174,52421328,bad,bad,0.013 *0.987,,
8175,52421326,bad,bad,0.013 *0.987,,
8176,21591612,bad,bad,0.027 *0.973,,
8177,92331214,bad,bad,0.004 *0.996,,
8178,81986705,bad,bad,0.043 *0.957,,
8179,73388125,bad,bad,0.043 *0.957,,
8180,28257538,bad,bad,0.156 *0.844,,
8181,54685154,bad,bad,0.013 *0.987,,
8182,89269803,bad,bad,0.004 *0.996,,
8183,64278029,bad,bad,0.01  *0.99 ,,
8184,95762352,bad,bad,0.169 *0.831,,
8185,93485612,good,good,*0.893  0.107,,
8186,11256942,bad,bad,0.027 *0.973,,
8187,11256944,bad,bad,0.027 *0.973,,
8188,7668975,bad,bad,0.005 *0.995,,
8189,86142508,bad,bad,0.043 *0.957,,
8190,41159761,bad,bad,0.011 *0.989,,
8191,19552035,bad,bad,0.027 *0.973,,
8192,19552034,bad,bad,0.027 *0.973,,
8193,19552033,bad,bad,0.027 *0.973,,
8194,75259914,bad,bad,0.043 *0.957,,
8195,86142505,bad,bad,0.043 *0.957,,
8196,22938024,bad,bad,0.027 *0.973,,
8197,94479547,bad,bad,0     *1    ,,
8198,30523627,bad,bad,0     *1    ,,
8199,88304927,bad,bad,0     *1    ,,
8200,52421327,bad,bad,0.013 *0.987,,
8201,21591614,bad,bad,0.027 *0.973,,
8202,52198659,bad,bad,0.013 *0.987,,
8203,71929702,bad,bad,0.362 *0.638,,
8204,35768768,bad,bad,0.032 *0.968,,
8205,45869640,bad,bad,0.011 *0.989,,
8206,20321734,bad,bad,0.027 *0.973,,
8207,58743454,bad,bad,0.036 *0.964,,
8208,58743455,bad,bad,0.036 *0.964,,
8209,81986705,bad,bad,0.043 *0.957,,
8210,96590060,bad,bad,0.08  *0.92 ,,
